Familia - Family,Departamento - Department,Grupo - Group,Subgrupo - Subgroup,Item,Item Descrip.,ST 12s,ST_REAL,Classificação Geral -  Classification ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,Estrategico - Strategic,VND TT 12s,Projetado - Projected,Estoque QTD Inicial Initial Stock Qty,Recebimento Total  Total Recieved,Fornecedor - Supplier,Preço Original - Original Price,Preço Vigente - Actual Price,Idade de Estoque - Days in Stock,Idade Ajustada - Days in Stock (adjusted),Cash Margem Mês - Monthly Cash Margin,Venda R$ Mês - Montly Sales in R$,R$ Estoque - Stock in R$,Estoque QTD - Stock Qty,Venda QTD Total - Total Sales Qty,Cash Margem Total - Total Cash Margin,Pri. Recebimento - Day when 1st recieved,Pri Dia VND Ajustado - 1st  Day of Sales (adjusted),Qtd Lojas C/ Item Meio Pack - Num. of Stores w/ half pack,Qtd Lojas C/ Item - Num. of Stores w/ the item,Carteira Valor - Order Value,Carteira QTD - Order Qty,Qtd de pedidos - Num. of Orders,Remarcado - Remarked,MV Total - Total Sales Margin,ANO_MÊS - Year_month,Recebimento Custo - Shipping Cost,Recebimento R$ - Amout (R$) Recieved ,Custo Unit. -Cost per unit,MV Entrada - Entry Sales Margin
10 Acessorios Av,LINGERIE,SENSUAL,CALCINHA SENSUAL,271456,CALC FIO PTO/DOUR BO,"52,67%","52,67%",Slow,"7,00%","5,83%","7,17%","6,00%","5,00%","4,50%","2,83%","4,33%","4,00%","2,50%","2,00%","1,50%",Não Estratégico,316,N,561,600,BUNDYS,15.99,15.99,107,97,491,894,3454,216,380,3234,02/02/2024,2024-02-12 00:00:00,16,39,,,1,N,0.546570035898511,202402,4236,9594,7.06,0.558474046278924
04 Infantil,PP MENINA,TOP,KVI TOP M/C BASICO,271457,TOP MC KVI FULL SOL,"25,02%","22,64%",Slow,"2,08%","1,50%","1,64%","1,86%","2,50%","2,64%","2,86%","2,19%","2,22%","3,14%",,,Não Estratégico,901,S,3440,3600,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,61,76,2412,3786,40334,2656,933,8753,19/02/2024,2024-03-04 00:00:00,132,151,,,2,S,0.635953895239043,202402,19332,53964,5.37,0.641761174116077
04 Infantil,PP MENINA,TOP,KVI TOP M/C BASICO,271458,TOP MC KVI FULL LIST,"74,33%","73,44%",Good,"3,22%","8,17%","6,31%","5,92%","7,64%","9,36%","8,44%","6,97%","5,42%","5,33%","6,67%",,Não Estratégico,2676,S,2849,3600,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,61,83,5072,7940,11755,774,2819,26508,19/02/2024,2024-02-26 00:00:00,37,100,,,2,S,0.636499830232454,202402,19332,53964,5.37,0.641761174116077
04 Infantil,PP MENINA,TOP,KVI TOP M/C BASICO,271459,TOP MC KVI FULL FLOR,"67,94%","55,81%",Good,"3,47%","5,86%","6,83%","7,11%","6,00%","5,92%","5,75%","7,42%","7,44%",,,,Não Estratégico,2446,S,2559,3600,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,41,69,6117,9607,20185,1333,2212,20792,29/02/2024,2024-03-11 00:00:00,66,101,,,2,S,0.636409605923996,202402,19332,53964,5.37,0.641761174116077
04 Infantil,PP MENINA,TOP,KVI TOP M/C BASICO,271460,TOP MC KVI FULL FRUT,"50,04%","16,08%",Slow,"3,50%","5,50%","7,08%",,,,,,,,,,Não Estratégico,1201,S,2375,2400,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,38,27,3751,5921,27354,1814,539,4999,11/04/2024,2024-04-22 00:00:00,102,104,,,1,S,0.633288271909164,202404,12888,35976,5.37,0.641761174116077
01 Lar,SOLO,ALMOFADA,CAPA ALMOFADA,271462,CAPA DE ALMO 45X45 S,"97,44%","97,44%",Best,"19,94%","37,62%","25,84%","7,98%","2,56%","1,68%","0,74%","0,38%","0,28%","0,12%","0,14%","0,16%",Não Estratégico,4872,N,4559,10300,LA VIERE INDUSTRIA TEXTIL LTDA ME,9.99,9.99,162,167,835,1722,23527,2355,5154,25355,27/11/2023,2023-12-04 00:00:00,25,33,123377,12350,2,N,0.500985892032226,202311,50470,102897,4.9,0.509509509509509
04 Infantil,JUVENIL MENINA,JEANS,CALCA JEANS,271463,CALCA JEANS CLA AV19,"59,30%","59,30%",Good,"4,10%","8,47%","9,33%","8,97%","10,70%","5,60%","3,60%","3,27%","1,57%","1,63%","1,00%","1,07%",Não Estratégico,1779,N,1923,3000,G M D INDUSTRIA TEXTIL EIRELI,89.99,89.99,91,139,9859,19233,22768,253,2724,122961,19/12/2023,2024-01-01 00:00:00,12,70,,,2,N,0.512137583099298,202312,129000,269970,43,0.522169129903323
01 Lar,PAREDE,CORTINA,CORTINA JANELA P1,271464,CORT CORTA LUZ PVC 2,"40,60%","40,60%",Slow,"2,09%","4,09%","4,75%","5,73%","7,54%","3,10%","2,06%","1,60%","0,99%","0,96%","3,10%","4,61%",Não Estratégico,4729,N,6896,19360,BELLA JANELA,59.99,59.99,41,181,49867,96386,191429,3191,14378,435577,09/11/2023,2023-11-20 00:00:00,133,155,392575,6544,15,N,0.516130186613547,202311,549578,1161406.4,28.39,0.526799990080992
04 Infantil,PP MENINA,TOP,KVI TOP CAV BASICO,271465,TOP CAVADO KVI NUVEM,"80,72%","80,72%",Best,"15,86%","17,03%","15,58%","4,11%","1,58%","1,31%","1,03%","3,75%","6,89%","5,75%","4,08%","3,75%",Não Estratégico,2906,N,2208,3600,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,128,167,354,594,1475,97,3491,30448,21/11/2023,2023-12-04 00:00:00,5,32,,,2,S,0.59243690856799,202311,21600,53964,6,0.599733155436958
04 Infantil,PP MENINA,TOP,KVI TOP CAV BASICO,271466,TOP CAVADO KVI FULL,"68,48%","67,67%",Good,"5,81%","8,94%","8,08%","7,08%","6,31%","6,19%","5,81%","5,56%","4,44%","4,72%","4,72%",,Não Estratégico,2465,S,3386,3600,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,79,83,3744,5870,14865,976,2610,24545,12/02/2024,2024-02-26 00:00:00,49,102,,,2,S,0.636528524148705,202402,19332,53964,5.37,0.641761174116077
04 Infantil,PP MENINA,TOP,LIC TOP,271467,TOP MC WISH AV PPA10,"35,54%","35,54%",Slow,"4,55%","5,30%","3,91%","3,35%","2,21%","1,83%","2,46%","3,09%","2,02%","2,46%","2,53%","1,83%",Não Estratégico,563,N,1522,1584,L X TEXTIL LTDA,17.99,9.99,163,153,7,1399,0,559,1005,5773,08/12/2023,2023-12-18 00:00:00,55,108,,,1,S,0.369522773101175,202312,15523,28496.16,9.8,0.455252918287938
02 Masculino,MASCULINO JEANS,BOTTOM CURTO,BERMUDA MODA,271469,BERMUDA JEANS RASG S,"89,72%","89,72%",Best,"11,94%","21,11%","17,50%","15,00%","11,67%","9,44%","1,39%","0,56%","0,56%","0,00%","0,56%","0,00%",Não Estratégico,323,N,336,360,M.K. GALONE CONFECCOES E COMERCIO DE ROUPAS LTDA,89.99,89.99,198,188,0,0,-269,0,344,15002,03/11/2023,2023-11-13 00:00:00,,5,,,1,N,0.492711021718153,202311,16164,32396.4,44.9,0.501055672852539
02 Masculino,MASCULINO JEANS,BOTTOM CURTO,BERMUDA MODA,271470,BERMUDA JEANS CL RAS,"93,06%","93,06%",Best,"12,50%","16,67%","21,39%","15,56%","11,67%","11,39%","3,33%","0,56%","0,00%","-0,28%","0,28%","0,00%",Não Estratégico,335,N,356,360,M.K. GALONE CONFECCOES E COMERCIO DE ROUPAS LTDA,89.99,89.99,198,188,0,0,1080,12,346,15027,03/11/2023,2023-11-13 00:00:00,,5,,,1,N,0.491666290375251,202311,16164,32396.4,44.9,0.501055672852539
04 Infantil,PP MENINO,TOP,KVI TOP M/C BASICO,271471,TOP M/C BASICA 1004,"86,86%","86,86%",Best,"12,25%","9,95%","10,83%","10,15%","11,32%","12,60%","14,36%","2,06%","1,13%","0,64%","0,83%","0,74%",Não Estratégico,1772,N,1913,2040,SJ TEXTIL LTDA,12.99,14.99,206,195,51,90,720,48,1960,15968,24/10/2023,2023-11-06 00:00:00,2,13,,,2,S,0.55243632614438,202310,13464,30579.6,6.6,0.559706470980654
04 Infantil,PP MENINO,TOP,KVI TOP M/C BASICO,271472,TOP M/C BASICA 1008,"87,01%","87,01%",Best,"12,21%","10,15%","12,40%","11,23%","10,64%","11,42%","11,96%","3,53%","0,83%","0,83%","0,98%","0,83%",Não Estratégico,1775,N,1895,2040,SJ TEXTIL LTDA,12.99,14.99,206,195,66,119,750,50,1961,15983,24/10/2023,2023-11-06 00:00:00,2,12,,,2,S,0.552553510798614,202310,13464,30579.6,6.6,0.559706470980654
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271473,TOP MC KVI ESTAMP. A,"50,17%","50,17%",Slow,"6,96%","11,33%","5,88%","3,75%","2,67%","2,88%","2,88%","2,96%","3,88%","2,79%","2,46%","1,75%",Não Estratégico,1204,N,2304,2400,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,177,160,708,1387,10643,710,1665,12422,24/11/2023,2023-12-11 00:00:00,38,119,,,1,S,0.508186862236027,202311,17328,35976,7.22,0.518345563709139
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271474,TOP MC KVI ESTAMP. L,"78,19%","78,19%",Best,"7,44%","10,40%","9,90%","4,65%","3,33%","2,65%","3,88%","8,21%","9,00%","7,38%","6,73%","4,65%",Não Estratégico,3753,N,2883,4800,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,80,118,1713,3330,5205,341,4433,32934,10/01/2024,2024-01-22 00:00:00,14,72,,,2,S,0.507139307700042,202401,34656,71952,7.22,0.518345563709139
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271475,TOP MC KVI ESTAMP. M,"44,52%","44,52%",Slow,"12,01%","18,41%","4,81%","2,08%","1,91%","1,13%","1,09%","0,90%","0,71%","0,44%","0,55%","0,48%",Não Estratégico,2121,N,2572,4764,NOVA GERACAO CONFECCOES EIRELI,14.99,14.99,91,160,1560,3040,4470,291,4514,33816,29/11/2023,2023-12-11 00:00:00,10,64,,,2,S,0.509219412161016,202311,34396,71412.36,7.22,0.518345563709139
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271476,TOP MC KVI ESTAMP. M,"87,50%","87,50%",Best,"10,75%","17,42%","17,46%","10,75%","9,42%","5,58%","5,08%","3,33%","2,58%","1,79%","1,96%","1,38%",Não Estratégico,2100,N,2176,2400,NOVA GERACAO CONFECCOES EIRELI,,14.99,130,118,248,487,1638,107,2246,16563,10/01/2024,2024-01-22 00:00:00,3,49,35976,2400,1,S,0.505284381581071,202401,17328,35976,7.22,0.518345563709139
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271477,TOP MC KVI SILK MARG,"79,72%","72,13%",Best,"7,35%","8,35%","6,25%","4,04%","4,33%","7,48%","11,65%","9,58%","6,94%","6,15%",,,Não Estratégico,3826,S,3183,4800,NOVA GERACAO CONFECCOES EIRELI,,14.99,47,76,5324,10777,14379,952,3753,27332,21/02/2024,2024-03-04 00:00:00,47,106,,,2,S,0.493448272687045,202402,36000,71952,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271478,TOP MC KVI SILK MARG,"100,00%","84,42%",Best,"18,29%","19,13%","15,79%","10,96%","5,58%","5,29%","3,08%","2,96%","3,33%",,,,Não Estratégico,2466,S,2260,2400,NOVA GERACAO CONFECCOES EIRELI,,14.99,80,69,1221,2489,3607,238,2157,15583,29/02/2024,2024-03-11 00:00:00,10,54,,,1,S,0.490636881006919,202402,18000,35976,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271479,TOP MC KVI SILK SUNN,"100,00%","40,29%",Best,"13,71%","12,50%","14,08%",,,,,,,,,,Não Estratégico,3008,S,2114,2400,NOVA GERACAO CONFECCOES EIRELI,,14.99,40,27,5416,11011,15309,1019,1332,9650,09/04/2024,2024-04-22 00:00:00,42,88,,,1,S,0.491338497681746,202404,18000,35976,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271480,TOP MC KVI SILK UNIC,"96,33%","96,33%",Best,"28,00%","48,46%","7,79%","3,75%","2,75%","1,63%","1,25%","1,04%","0,38%","0,17%","0,71%","0,42%",Não Estratégico,2312,N,2059,2400,NOVA GERACAO CONFECCOES EIRELI,,14.99,167,160,37,75,45,3,2376,17189,04/12/2023,2023-12-11 00:00:00,,12,,,1,S,0.490976836018275,202312,18000,35976,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP CAV BASICO,271481,TOP CV KVI SILK LOVE,"95,13%","95,13%",Best,"22,92%","52,96%","9,92%","2,42%","1,75%","1,42%","0,88%","0,79%","0,71%","0,42%","0,33%","0,63%",Não Estratégico,2283,N,2274,4800,NOVA GERACAO CONFECCOES EIRELI,,14.99,158,160,427,880,19637,1310,2408,17498,01/12/2023,2023-12-11 00:00:00,41,58,,,2,S,0.492050476060318,202312,36240,71952,7.55,0.496330887258172
04 Infantil,INFANTIL MENINA,TOP,KVI TOP CAV BASICO,271482,TOP CV KVI SILK SELF,"91,42%","91,42%",Best,"17,63%","44,25%","13,00%","3,63%","3,67%","2,17%","0,92%","1,42%","1,33%","1,38%","0,88%","1,17%",Não Estratégico,2194,N,2226,4800,NOVA GERACAO CONFECCOES EIRELI,,14.99,107,160,2565,5190,15442,1015,3741,27057,01/12/2023,2023-12-11 00:00:00,58,113,,,2,S,0.490922794629283,202312,36000,71952,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP CAV BASICO,271483,TOP CV KVI SILK GATO,"90,10%","90,10%",Best,"15,40%","20,98%","17,39%","9,35%","7,06%","5,33%","5,03%","2,28%","2,54%","1,86%","1,40%","1,48%",Não Estratégico,2130,N,2159,2364,NOVA GERACAO CONFECCOES EIRELI,,14.99,129,118,210,427,1270,84,2269,15977,11/01/2024,2024-01-22 00:00:00,2,32,44970,3000,1,S,0.484225029732642,202401,17730,35436.36,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,BOTTON,KVI SHORT,271484,SHORTS CICLISTA ESTA,"85,00%","85,00%",Best,"8,88%","13,17%","24,38%","9,33%","5,75%","5,38%","4,79%","3,29%","3,46%","2,79%","2,17%","1,63%",Não Estratégico,2040,N,2339,2400,NOVA GERACAO CONFECCOES EIRELI,15.99,15.99,179,167,248,380,1440,90,2297,23274,22/11/2023,2023-12-04 00:00:00,4,17,,,1,N,0.648157978140038,202311,13200,38376,5.5,0.65603502188868
04 Infantil,INFANTIL MENINA,BOTTON,KVI SHORT,271485,SHORTS CICLISTA ESTA,"88,90%","88,90%",Best,"8,29%","12,08%","14,23%","4,50%","2,25%","1,67%","3,29%","11,29%","14,38%","8,94%","4,48%","3,50%",Não Estratégico,4267,N,2680,4800,NOVA GERACAO CONFECCOES EIRELI,15.99,15.99,130,167,160,248,944,59,4714,47532,22/11/2023,2023-12-04 00:00:00,3,24,,,2,N,0.647050063022399,202311,26400,76752,5.5,0.65603502188868
04 Infantil,INFANTIL MENINA,BOTTON,KVI SHORT,271486,SHORTS CICLISTA ESTA,"91,63%","91,63%",Best,"24,50%","29,58%","25,13%","5,54%","2,00%","1,33%","1,38%","0,63%","0,46%","0,50%","0,46%","0,13%",Não Estratégico,2199,N,2194,4800,NOVA GERACAO CONFECCOES EIRELI,15.99,15.99,98,167,1757,2703,2095,131,4650,47524,22/11/2023,2023-12-04 00:00:00,4,37,,,2,N,0.650131917025381,202311,26400,76752,5.5,0.65603502188868
04 Infantil,INFANTIL MENINA,BOTTON,KVI SHORT,271487,SHORTS CICLISTA ESTA,"85,22%","85,22%",Best,"8,46%","15,24%","6,11%","2,96%","2,77%","2,56%","2,67%","10,43%","14,27%","8,80%","6,53%","4,43%",Não Estratégico,4060,N,2836,4764,NOVA GERACAO CONFECCOES EIRELI,15.99,15.99,117,160,347,534,976,61,4707,47879,29/11/2023,2023-12-11 00:00:00,1,21,,,2,N,0.649051482616332,202311,26202,76176.36,5.5,0.65603502188868
04 Infantil,INFANTIL MENINA,INTEIROS,VESTIDO MALHA BASICO,271488,VESTIDO MC KVI SILK,"98,56%","98,56%",Best,"23,07%","42,53%","23,81%","5,09%","1,64%","0,78%","0,41%","0,29%","0,33%","0,41%","0,16%","0,04%",Não Estratégico,2401,N,2310,2436,NOVA GERACAO CONFECCOES EIRELI,19.99,19.99,177,167,10,20,40,2,2430,21813,24/11/2023,2023-12-04 00:00:00,,1,,,1,S,0.453890540886419,202311,26309,48695.64,10.8,0.459729864932466
04 Infantil,INFANTIL MENINA,INTEIROS,VESTIDO MALHA BASICO,271489,VESTIDO MC KVI SILK,"2,19%","2,19%",Slow,"0,78%","0,45%","0,17%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,12%","0,66%",Não Estratégico,53,N,2387,2424,NOVA GERACAO CONFECCOES EIRELI,19.99,19.99,82,153,2185,4788,15567,770,1651,14594,08/12/2023,2023-12-18 00:00:00,47,119,,,2,S,0.450079785741205,202312,26179,48455.76,10.8,0.459729864932466
04 Infantil,INFANTIL MENINA,INTEIROS,VESTIDO MALHA BASICO,271490,VESTIDO MC KVI SILK,"73,15%","73,15%",Good,"31,87%","13,10%","5,93%","4,68%","3,52%","2,15%","2,45%","2,71%","1,50%","1,50%","2,06%","1,68%",Não Estratégico,1703,N,2033,2328,NOVA GERACAO CONFECCOES EIRELI,19.99,19.99,165,153,333,743,5058,253,2071,18388,06/12/2023,2023-12-18 00:00:00,8,71,,,1,N,0.451176422090745,202312,25142,46536.72,10.8,0.459729864932466
04 Infantil,INFANTIL MENINA,INTEIROS,VESTIDO MALHA BASICO,271491,VESTIDO MC KVI SILK,"66,33%","66,33%",Good,"9,63%","11,02%","9,40%","6,15%","3,98%","2,21%","1,40%","1,10%","0,71%","1,44%","8,35%","10,96%",Não Estratégico,3184,N,2607,4800,NOVA GERACAO CONFECCOES EIRELI,19.99,19.99,86,146,1302,2890,3319,166,4614,40726,15/12/2023,2023-12-25 00:00:00,6,57,,,2,S,0.44972412882263,202312,51840,95952,10.8,0.459729864932466
04 Infantil,INFANTIL MENINA,INTEIROS,VESTIDO MALHA BASICO,271492,VESTIDO MC KVI SILK,"45,93%","45,93%",Slow,"9,45%","24,57%","5,54%","1,53%","1,32%","0,91%","0,70%","0,27%","0,43%","0,35%","0,25%","0,60%",Não Estratégico,2221,N,2542,4836,NOVA GERACAO CONFECCOES EIRELI,19.99,19.99,86,160,1532,3368,12236,607,4128,36617,01/12/2023,2023-12-11 00:00:00,38,114,,,2,S,0.45095039090277,202312,52229,96671.64,10.8,0.459729864932466
04 Infantil,INFANTIL MENINA,INTEIROS,VESTIDO MALHA BASICO,271493,VESTIDO MC KVI SILK,"76,86%","76,86%",Best,"0,66%","0,21%","1,77%","14,27%","14,11%","9,74%","9,86%","6,15%","5,65%","4,54%","5,36%","4,54%",Não Estratégico,1863,N,2391,2424,NOVA GERACAO CONFECCOES EIRELI,19.99,19.99,135,146,574,1265,3229,160,2249,19853,11/12/2023,2023-12-25 00:00:00,4,65,,,2,S,0.44974691828869,202312,26179,48455.76,10.8,0.459729864932466
02 Masculino,MASCULINO JEANS,BOTTOM CURTO,BERMUDA MODA,271494,BERMUDA JEANS B DOB,"85,71%","85,71%",Best,"6,86%","12,00%","15,43%","18,29%","15,71%","14,00%","2,00%","0,29%","0,29%","0,00%","0,00%","0,86%",Não Estratégico,300,N,339,350,M.K. GALONE CONFECCOES E COMERCIO DE ROUPAS LTDA,89.99,89.99,198,188,46,90,2070,23,321,14035,03/11/2023,2023-11-13 00:00:00,1,5,,,1,N,0.49335732107793,202311,15715,31496.5,44.9,0.501055672852539
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271495,TOP MC KVI SILK FEEL,"78,29%","78,29%",Best,"11,08%","15,00%","4,83%","4,31%","6,02%","6,40%","6,19%","6,88%","6,54%","4,46%","3,67%","2,92%",Não Estratégico,3758,N,3821,4800,L X TEXTIL LTDA,14.99,14.99,151,160,479,982,4153,277,4501,32009,27/11/2023,2023-12-11 00:00:00,16,74,,,2,S,0.486702855578871,202311,36000,71952,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271496,TOP MC KVI SILK FLOR,"94,30%","94,30%",Best,"10,19%","34,15%","34,28%","6,95%","2,68%","1,12%","1,42%","1,08%","0,73%","0,69%","0,65%","0,35%",Não Estratégico,2184,N,2223,2316,L X TEXTIL LTDA,14.99,14.99,174,167,34,72,270,18,2281,16530,27/11/2023,2023-12-04 00:00:00,,13,,,1,S,0.491410085048898,202311,17370,34716.84,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271497,TOP MC KVI SILK SMIL,"41,67%","41,67%",Slow,"9,81%","9,79%","12,68%","3,63%","1,29%","0,82%","0,72%","0,36%","0,89%","0,63%","0,49%","0,57%",Não Estratégico,1975,N,2613,4740,L X TEXTIL LTDA,14.99,14.99,90,167,1251,2533,4331,282,4435,32049,20/11/2023,2023-12-04 00:00:00,11,75,,,2,S,0.490709047839894,202311,35550,71052.6,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271498,TOP MC KVI SILK GATI,"89,54%","89,54%",Best,"12,29%","19,92%","16,33%","11,08%","10,38%","7,33%","3,71%","2,58%","2,08%","2,04%","1,29%","0,50%",Não Estratégico,2149,N,2238,2400,L X TEXTIL LTDA,,14.99,152,139,34,71,525,35,2349,16324,19/12/2023,2024-01-01 00:00:00,1,19,,,1,S,0.480937662137927,202312,18000,35976,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271499,TOP MC KVI SILK CORA,"95,62%","95,62%",Best,"11,73%","35,91%","23,45%","16,15%","4,30%","1,46%","0,52%","0,56%","0,39%","0,56%","0,26%","0,34%",Não Estratégico,2226,N,2135,2328,L X TEXTIL LTDA,14.99,14.99,181,174,7,14,330,22,2300,16760,20/11/2023,2023-11-27 00:00:00,1,12,,,1,S,0.492785200266046,202311,17460,34896.72,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271500,TOP MC KVI SILK UNIC,"47,10%","47,10%",Slow,"8,10%","18,18%","14,26%","3,15%","0,83%","0,58%","0,43%","0,26%","0,30%","0,19%","0,19%","0,64%",Não Estratégico,2210,N,2486,4692,L X TEXTIL LTDA,14.99,14.99,90,167,685,1390,1822,119,4554,32972,27/11/2023,2023-12-04 00:00:00,4,45,,,2,S,0.491182053139632,202311,35190,70333.08,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271501,TOP MC KVI SILK ARCO,"77,88%","77,88%",Best,"13,42%","15,13%","13,58%","8,79%","7,38%","5,00%","4,33%","2,21%","2,08%","1,92%","2,04%","2,00%",Não Estratégico,1869,N,2167,2400,L X TEXTIL LTDA,,14.99,132,118,507,1039,3493,229,2157,15247,08/01/2024,2024-01-22 00:00:00,13,51,,,1,S,0.485189594385726,202401,18000,35976,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271502,TOP MC KVI SILK FLOR,"57,78%","57,78%",Good,"7,27%","11,06%","3,54%","1,64%","1,73%","3,37%","4,65%","6,18%","5,95%","4,77%","4,18%","3,45%",Não Estratégico,2711,N,3437,4692,L X TEXTIL LTDA,14.99,14.99,132,160,1186,2393,12839,844,3824,27432,27/11/2023,2023-12-11 00:00:00,46,118,,,2,S,0.488878564283411,202311,35190,70333.08,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP M/C BASICO,271503,TOP MC KVI SILK GATO,"84,34%","84,34%",Best,"7,24%","13,40%","11,64%","8,46%","9,46%","9,25%","5,78%","5,44%","5,07%","4,36%","2,43%","1,80%",Não Estratégico,2014,N,2331,2388,L X TEXTIL LTDA,,14.99,152,139,244,499,1784,119,2282,15998,19/12/2023,2024-01-01 00:00:00,4,44,,,1,S,0.483132107688511,202312,17910,35796.12,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP CAV BASICO,271504,TOP CV KVI SILK MORA,"64,78%","64,78%",Good,"4,51%","7,95%","6,53%","5,03%","5,54%","7,13%","5,58%","4,98%","4,90%","6,27%","3,22%","3,14%",Não Estratégico,1508,N,2287,2328,L X TEXTIL LTDA,14.99,14.99,152,139,739,1511,6221,415,1919,13615,19/12/2023,2024-01-01 00:00:00,21,88,,,1,S,0.486114651864769,202312,17460,34896.72,7.5,0.499666444296197
04 Infantil,INFANTIL MENINA,TOP,KVI TOP CAV BASICO,271505,TOP CV KVI SILK COEL,"88,71%","88,71%",Best,"21,95%","23,73%","24,41%","7,91%","2,66%","1,65%","1,14%","1,02%","1,48%","1,06%","0,97%","0,72%",Não Estratégico,2097,N,2192,4752,L X TEXTIL LTDA,14.99,14.99,99,167,1644,3332,6306,412,4297,31043,21/11/2023,2023-12-04 00:00:00,13,86,,,2,S,0.490637304362999,202311,35640,71232.48,7.5,0.499666444296198
04 Infantil,INFANTIL MENINA,TOP,KVI TOP CAV BASICO,271506,TOP CV KVI SILK SUNS,"45,50%","45,50%",Slow,"4,46%","10,47%","11,01%","11,81%","3,08%","1,26%","0,82%","0,65%","0,40%","0,61%","0,50%","0,44%",Não Estratégico,2173,N,2597,4776,L X TEXTIL LTDA,14.99,14.99,96,174,1300,2628,4647,307,4443,32191,20/11/2023,2023-11-27 00:00:00,17,68,,,2,S,0.491357465379566,202311,35820,71592.24,7.5,0.499666444296197
04 Infantil,PP MENINO,TOP,KVI TOP CAV BASICO,271507,TOP CAVADO KVI ANIMA,"92,19%","92,19%",Best,"27,75%","43,03%","9,75%","2,86%","2,44%","1,83%","1,31%","1,14%","0,92%","0,39%","0,19%","0,58%",Não Estratégico,3319,N,3000,3600,SJ TEXTIL LTDA,14.99,14.99,166,160,0,0,105,7,3582,31668,29/11/2023,2023-12-11 00:00:00,,8,,,2,N,0.599750158707553,202311,21240,53964,5.9,0.606404269513009
04 Infantil,PP MENINO,TOP,KVI TOP CAV BASICO,271508,TOP CAVADO KVI SURFI,"83,96%","83,96%",Best,"9,29%","11,13%","15,04%","13,63%","17,67%","5,46%","3,08%","2,25%","1,88%","1,54%","1,42%","1,58%",Não Estratégico,2015,N,2222,3600,SJ TEXTIL LTDA,14.99,14.99,99,181,1071,1785,4030,263,3331,29381,07/11/2023,2023-11-20 00:00:00,12,70,,,2,S,0.599194183075357,202311,21240,53964,5.9,0.606404269513009
04 Infantil,PP MENINO,TOP,KVI TOP CAV BASICO,271509,TOP CAVADO KVI DINOS,"77,83%","77,83%",Best,"8,42%","10,17%","12,25%","10,14%","10,69%","2,97%","1,25%","1,19%","0,81%","3,58%","8,92%","7,44%",Não Estratégico,2802,N,2183,3600,SJ TEXTIL LTDA,14.99,14.99,123,181,108,179,1016,67,3524,31173,07/11/2023,2023-11-20 00:00:00,2,26,,,2,S,0.59988507443701,202311,21240,53964,5.9,0.606404269513009
04 Infantil,PP MENINO,TOP,KVI TOP CAV BASICO,271510,TOP CAVADO KVI JIPE,"88,46%","88,46%",Best,"9,33%","10,75%","14,33%","14,67%","20,42%","6,96%","2,46%","2,38%","2,17%","2,00%","2,00%","1,00%",Não Estratégico,2123,N,2233,2400,SJ TEXTIL LTDA,14.99,14.99,194,181,97,162,945,63,2325,20544,07/11/2023,2023-11-20 00:00:00,2,20,,,1,N,0.599620095145501,202311,14160,35976,5.9,0.606404269513009
