Familia - Family,Departamento - Department,Grupo - Group,Subgrupo - Subgroup,Item,Item Descrip.,ST 12s,ST_REAL,Classificação Geral -  Classification ,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,Estrategico - Strategic,VND TT 12s,Projetado - Projected,Estoque QTD Inicial Initial Stock Qty,Recebimento Total  Total Recieved,Fornecedor - Supplier,Preço Original - Original Price,Preço Vigente - Actual Price,Idade de Estoque - Days in Stock,Idade Ajustada - Days in Stock (adjusted),Cash Margem Mês - Monthly Cash Margin,Venda R$ Mês - Montly Sales in R$,R$ Estoque - Stock in R$,Estoque QTD - Stock Qty,Venda QTD Total - Total Sales Qty,Cash Margem Total - Total Cash Margin,Pri. Recebimento - Day when 1st recieved,Pri Dia VND Ajustado - 1st  Day of Sales (adjusted),Qtd Lojas C/ Item Meio Pack - Num. of Stores w/ half pack,Qtd Lojas C/ Item - Num. of Stores w/ the item,Carteira Valor - Order Value,Carteira QTD - Order Qty,Qtd de pedidos - Num. of Orders,Remarcado - Remarked,MV Total - Total Sales Margin,ANO_MÊS - Year_month,Recebimento Custo - Shipping Cost,Recebimento R$ - Amout (R$) Recieved ,Custo Unit. -Cost per unit,MV Entrada - Entry Sales Margin
10 Acessorios Av,ACESSORIOS,CARTEIRA MASCULINA,CARTEIRA,166792,CART MASC PU 1077 MN,"55,63%","55,63%",Good,"2,78%","7,25%","14,90%","7,12%","2,72%","3,95%","3,11%","2,27%","3,89%","3,76%","2,20%","1,68%",Estratégico,859,N,1458,1200,MP2RCOMERCIO E SERVICOS ADMINISTRATIVOS LTDA,35.99,29.99,222,167,758,1356,7948,265,2797,45565,29/11/2023,2023-12-04 00:00:00,11,83,,,1,N,0.556170314103399,202311,15600,35988,13,0.566522174058019
10 Acessorios Av,ACESSORIOS,CARTEIRA MASCULINA,CARTEIRA,166815,CART MASC PU 1157 MN,"58,89%","58,89%",Good,"2,28%","5,17%","5,68%","5,78%","6,80%","7,16%","7,01%","8,46%","3,90%","2,35%","2,31%","1,99%",Estratégico,1629,N,2651,2004,MP2RCOMERCIO E SERVICOS ADMINISTRATIVOS LTDA,39.99,29.99,207,202,789,1426,12326,411,4998,81899,25/10/2023,2023-10-30 00:00:00,22,97,,,1,N,0.557615366122068,202310,26052,60099.96,13,0.566522174058019
10 Acessorios Av,LINGERIE,BASICO,KIT CALCINHA,168172,KIT 2X1 CALC FIO DUP,"72,45%","72,45%",Good,"5,84%","7,68%","8,67%","8,24%","5,74%","5,61%","4,22%","4,78%","4,50%","6,04%","4,80%","6,34%",Estratégico,2867,N,3755,3000,LUTEXTIL,22.99,19.99,234,230,373,846,3979,199,14959,158120,28/09/2023,2023-10-02 00:00:00,5,70,,,1,S,0.490037099058022,202309,33000,59970,11,0.449724862431216
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168243,SHORT VOLEY SVF01 FI,"69,30%","69,30%",Good,"3,01%","7,31%","11,51%","8,57%","6,75%","4,15%","4,28%","3,35%","2,47%","3,68%","7,27%","6,95%",Estratégico,3203,N,2738,13512,FILT SURF,25.99,29.99,95,272,24771,49977,165725,5526,16128,239207,22/08/2023,2023-08-21 00:00:00,164,171,226725,7560,6,S,0.502111769080837,202308,194662,405224.88,14.41,0.519620809067795
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168244,SHORT VOLEY SVF02 FI,"69,69%","69,69%",Good,"4,94%","7,67%","6,61%","5,55%","3,96%","5,79%","4,72%","2,60%","4,32%","9,15%","8,13%","6,25%",Estratégico,3481,N,2978,16032,FILT SURF,25.99,29.99,76,265,18229,36925,171813,5729,17553,260995,23/08/2023,2023-08-28 00:00:00,151,155,151150,5040,7,S,0.502797299807694,202308,230698,480799.68,14.39,0.520179381151002
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168245,SHORT VOLEY SVF03 FI,"64,30%","64,30%",Good,"2,76%","5,05%","6,05%","5,22%","6,44%","6,59%","3,72%","3,80%","5,51%","6,72%","6,09%","6,36%",Estratégico,3337,N,3234,12240,FILT SURF,25.99,29.99,94,258,10230,20535,112373,3747,17872,266729,04/09/2023,2023-09-04 00:00:00,113,142,151150,5040,6,S,0.504086972544684,202309,176472,367077.6,14.42,0.519251515210953
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168246,SHORT VOLEY SVF04 FI,"57,99%","57,99%",Good,"3,83%","5,53%","5,40%","4,92%","5,95%","5,70%","4,26%","3,92%","4,43%","4,83%","4,56%","4,66%",Estratégico,3062,N,3786,7200,FILT SURF,25.99,29.99,103,258,6455,12893,40127,1338,15400,230121,04/09/2023,2023-09-04 00:00:00,71,120,,,4,S,0.504043857704712,202309,104400,215928,14.5,0.516505501833945
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168247,SHORT VOLEY SVF05 FI,"48,14%","48,14%",Slow,"2,88%","4,94%","7,14%","6,50%","7,95%","4,55%","2,57%","2,44%","2,57%","2,24%","2,28%","2,09%",Estratégico,2192,N,2531,14232,FILT SURF,25.99,29.99,77,251,13167,26649,140144,4673,16322,243089,12/09/2023,2023-09-11 00:00:00,160,168,151150,5040,6,S,0.503698294508795,202309,204958,426817.68,14.4,0.519800585580241
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168248,SHORT VOLEY SVF06 FI,"48,48%","48,48%",Slow,"3,02%","5,26%","6,78%","7,77%","7,44%","4,25%","2,20%","3,65%","2,29%","2,14%","1,61%","2,07%",Estratégico,2202,N,2480,7200,FILT SURF,25.99,29.99,89,251,2516,5039,16675,556,17632,263232,12/09/2023,2023-09-11 00:00:00,26,90,151150,5040,4,S,0.504349727419228,202309,104400,215928,14.5,0.516505501833945
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168249,SHORT VOLEY SVF07 FI,"52,72%","52,72%",Slow,"2,56%","3,36%","5,19%","3,96%","3,21%","4,80%","7,33%","7,67%","4,35%","3,64%","3,35%","3,30%",Estratégico,3087,N,4805,7200,FILT SURF,25.99,29.99,140,272,9044,18077,40007,1334,15476,230916,15/08/2023,2023-08-21 00:00:00,74,122,,,4,S,0.503900367212122,202308,104400,215928,14.5,0.516505501833945
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168250,SHORT VOLEY SVF08 FI,"75,84%","75,84%",Best,"3,42%","7,37%","8,80%","8,45%","6,80%","4,04%","5,24%","8,95%","9,19%","5,16%","4,45%","3,95%",Estratégico,3456,N,2832,7200,FILT SURF,25.99,29.99,150,279,5527,11137,43306,1444,14808,220424,14/08/2023,2023-08-14 00:00:00,62,81,,,4,S,0.502776529777206,202308,104040,215928,14.45,0.518172724241414
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168251,SHORT VOLEY SVF09 FI,"37,47%","37,47%",Slow,"1,74%","2,83%","4,39%","3,23%","2,56%","2,45%","3,06%","3,65%","3,10%","2,88%","3,57%","4,01%",Estratégico,1961,N,4044,7200,FILT SURF,25.99,29.99,146,272,2993,6073,61960,2066,13016,194051,18/08/2023,2023-08-21 00:00:00,85,129,,,4,S,0.503221259728131,202308,104040,215928,14.45,0.518172724241414
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,168252,SHORT VOLEY SVF11 FI,"57,50%","57,50%",Good,"1,65%","4,64%","7,68%","6,07%","4,89%","4,49%","4,47%","4,12%","2,44%","4,20%","5,50%","7,35%",Não Estratégico,2330,N,2289,7200,FILT SURF,25.99,29.99,385,272,4436,9005,46245,1542,10082,148558,18/08/2023,2023-08-21 00:00:00,66,88,,,4,S,0.50406704504915,202308,104040,215928,14.45,0.518172724241414
02 Masculino,MASC ESPORTE,BOTTON,SHORT VOLEY,170631,SHORT VOLEY 5300A NT,"84,70%","84,70%",Best,"4,17%","9,11%","13,87%","10,18%","9,58%","7,86%","8,75%","5,95%","7,56%","3,39%","2,68%","1,61%",Estratégico,1423,N,1514,3000,NATIVO,25.99,29.99,243,209,6217,10942,17125,571,4249,72599,19/10/2023,2023-10-23 00:00:00,35,71,,,2,S,0.577746028671443,202310,37500,89970,12.5,0.583194398132711
10 Acessorios Av,LINGERIE,BASICO,ATRIBUTOS,172395,MODELADOR C/ BOJO CH,"45,29%","45,29%",Slow,"3,45%","3,75%","4,63%","3,79%","3,30%","3,02%","3,81%","4,43%","3,66%","2,74%","3,47%","5,23%",Estratégico,2114,N,2816,9843,DEL LIRIO  INDUSTRIA E COMERCIO DE CONFECÇOES LTDA,69.99,79.99,47,272,22407,44257,274206,3428,12776,501950,17/08/2023,2023-08-21 00:00:00,138,164,,,8,S,0.500193231486957,202308,379651,787341.57,38.57,0.51780686494173
10 Acessorios Av,LINGERIE,BASICO,ATRIBUTOS,172396,MODELADOR C/ BOJO PR,"46,64%","46,64%",Slow,"3,43%","3,51%","4,93%","3,13%","2,71%","2,73%","4,03%","4,43%","3,88%","3,76%","4,38%","5,71%",Estratégico,1862,N,2603,8633,DEL LIRIO  INDUSTRIA E COMERCIO DE CONFECÇOES LTDA,69.99,79.99,47,272,24082,47594,189817,2373,12101,474447,17/08/2023,2023-08-21 00:00:00,151,168,,,8,S,0.499717766991309,202308,332932,690553.67,38.56,0.51787744463077
10 Acessorios Av,LINGERIE,BASICO,ATRIBUTOS,172397,BERMUDA MODELADORA C,"52,07%","52,07%",Slow,"3,75%","4,40%","5,44%","4,27%","4,05%","3,39%","4,64%","5,06%","4,29%","3,77%","3,74%","5,28%",Não Estratégico,3705,N,4094,16044,DEL LIRIO  INDUSTRIA E COMERCIO DE CONFECÇOES LTDA,49.99,59.99,47,272,27419,50554,225323,3756,22602,719106,17/08/2023,2023-08-21 00:00:00,143,168,,,9,S,0.540094555164094,202308,428720,962479.56,26.72,0.554566748409701
10 Acessorios Av,UNDERWEAR,CUECA ADULTO,CUECA BOXER MICROFIB,172611,BOXER MICRO BLACK 36,"44,76%","44,76%",Slow,"2,72%","4,33%","4,33%","3,72%","3,41%","4,53%","4,50%","3,14%","2,58%","3,39%","4,38%","3,73%",Não Estratégico,8356,N,11643,31680,OVIMAR INDUSTRIA E COMERCIO DE MALJAS LTDA EPP,15.99,15.99,46,265,22895,40156,110331,6900,49547,440422,25/08/2023,2023-08-28 00:00:00,158,167,134700,8424,10,N,0.565014744574482,202308,211530,506563.2,6.68,0.582421304982281
10 Acessorios Av,LINGERIE,BASICO,ATRIBUTOS,172846,SUT BAS ALCA ACOLCHO,"38,01%","38,01%",Slow,"2,67%","2,83%","3,43%","3,23%","1,83%","2,59%","3,95%","3,47%","3,27%","3,35%","3,47%","3,91%",Não Estratégico,953,N,1752,3583,DEL LIRIO  INDUSTRIA E COMERCIO DE CONFECÇOES LTDA,29.99,35.99,76,272,4189,8096,51178,1422,7035,129634,17/08/2023,2023-08-21 00:00:00,66,112,,,7,S,0.519601987584989,202308,60754,128952.17,16.96,0.528865625138375
10 Acessorios Av,LINGERIE,BASICO,ATRIBUTOS,172847,SUT BAS ALCA ACOLCHO,"47,13%","47,13%",Slow,"3,63%","3,82%","4,92%","4,17%","4,05%","3,53%","4,55%","4,02%","3,08%","2,68%","3,96%","4,71%",Não Estratégico,2711,N,3565,9144,DEL LIRIO  INDUSTRIA E COMERCIO DE CONFECÇOES LTDA,29.99,35.99,75,272,14124,27335,87672,2436,15652,288203,17/08/2023,2023-08-21 00:00:00,107,143,,,9,S,0.518661673704393,202308,155550,329092.56,17.01,0.527336625294719
10 Acessorios Av,LINGERIE,BASICO,ATRIBUTOS,172848,SUT SB AMAMENTACAO P,"47,41%","47,41%",Slow,"3,85%","3,71%","3,57%","3,43%","4,13%","4,13%","4,13%","5,45%","4,06%","3,36%","3,57%","4,06%",Não Estratégico,678,N,1136,2344,DEL LIRIO  INDUSTRIA E COMERCIO DE CONFECÇOES LTDA,29.99,35.99,75,272,3955,7711,30232,840,4935,89339,17/08/2023,2023-08-21 00:00:00,54,116,,,7,S,0.512014401819404,202308,40040,84360.56,17.08,0.525373468360096
10 Acessorios Av,LINGERIE,BASICO,ATRIBUTOS,172849,SUT SB AMAMENTACAO C,"45,28%","45,28%",Slow,"3,15%","3,43%","4,11%","3,54%","3,32%","2,14%","4,44%","4,84%","5,12%","3,66%","3,60%","3,94%",Não Estratégico,805,N,1453,2916,DEL LIRIO  INDUSTRIA E COMERCIO DE CONFECÇOES LTDA,29.99,35.99,74,272,4046,7879,32751,910,6247,113466,17/08/2023,2023-08-21 00:00:00,39,119,28936,804,6,S,0.512796672338228,202308,49800,104946.84,17.08,0.525477470307824
01 Lar,MESA,ACESSORIOS MESA,ACESSORIOS MESA,175997,KIT 4 PCS LUGAR AMER,"37,52%","37,52%",Slow,"3,10%","1,84%","3,60%","3,18%","3,18%","2,76%","3,27%","2,60%","3,69%","3,60%","3,35%","3,35%",Não Estratégico,448,N,912,1548,INDUSTRIA E COMERCIO JOLITEX LTDA,29.99,49.99,143,258,2241,3881,23796,476,2233,62698,01/09/2023,2023-09-04 00:00:00,52,114,,,6,S,0.576726514566224,202309,31580,77384.52,20.4,0.591906753443712
01 Lar,MESA,ACESSORIOS MESA,ACESSORIOS MESA,175998,KIT 4 PCS LUGAR AMER,"37,89%","37,89%",Slow,"2,78%","2,95%","2,45%","1,96%","3,11%","2,95%","1,72%","2,37%","3,68%","5,32%","3,03%","5,56%",Não Estratégico,463,N,959,1590,INDUSTRIA E COMERCIO JOLITEX LTDA,29.99,49.99,234,258,1877,3287,30044,601,1958,54757,01/09/2023,2023-09-04 00:00:00,72,119,,,5,S,0.576116407362641,202309,32295,79484.1,20.31,0.593692323370335
10 Acessorios Av,UNDERWEAR,CALCINHA INFANTIL,CALCIINHA JUVA,176762,KIT 2 CALC JUVA MICR,"52,18%","52,18%",Slow,"3,42%","3,84%","3,98%","3,23%","3,61%","3,80%","7,59%","6,21%","2,09%","3,08%","4,98%","6,36%",Não Estratégico,1100,N,1400,3624,BEL SONHOS CONFECCOES LTDA,15.99,15.99,46,272,1929,3425,15543,972,6547,58176,17/08/2023,2023-08-21 00:00:00,52,109,,,9,N,0.566485862121985,202308,24643,57947.76,6.8,0.57473420888055
10 Acessorios Av,ACESSORIOS,CINTO MASCULINO,CINTO CASUAL,177176,CNT CAS JSHB 4004167,"37,52%","37,52%",Slow,"2,08%","4,26%","6,15%","4,58%","3,91%","3,43%","3,46%","2,45%","1,73%","1,76%","1,41%","2,32%",Estratégico,1410,N,2258,6264,J SHAYEB,35.99,35.99,163,272,2753,5338,39446,1096,5885,108403,14/08/2023,2023-08-21 00:00:00,38,123,,,4,N,0.519861053003922,202308,106809,225441.36,17.05,0.526221098027443
10 Acessorios Av,ACESSORIOS,CINTO MASCULINO,CINTO CASUAL,177177,CNT CAS JSHB 4004167,"36,06%","36,06%",Slow,"2,66%","3,57%","5,96%","4,04%","3,23%","3,16%","3,16%","2,90%","1,99%","1,52%","1,62%","2,26%",Estratégico,1071,N,1914,3708,J SHAYEB,35.99,35.99,167,272,6173,11976,42397,1178,5114,94290,14/08/2023,2023-08-21 00:00:00,78,124,,,3,N,0.520638963402826,202308,63475,133450.92,17.12,0.524355470910204
01 Lar,CAMA,AVULSOS,PORTA TRAVESSEIRO,178397,PORTA TRAV 50X70 AVE,"65,42%","65,42%",Good,"3,12%","3,82%","6,61%","10,65%","8,80%","6,66%","5,26%","4,55%","4,03%","3,12%","2,98%","5,82%",Estratégico,5856,N,5302,16220,YOHANA TEXTIL LTDA,15.99,15.99,56,279,12790,24700,26176,1637,25247,199355,10/08/2023,2023-08-14 00:00:00,48,140,52447,3280,12,N,0.512301087515454,202308,121650,259357.8,7.5,0.530956848030019
01 Lar,CAMA,AVULSOS,FRONHA,179377,FRONHA MF AVENIDA LA,"77,13%","77,13%",Best,"6,46%","14,51%","14,97%","10,51%","5,60%","5,41%","4,86%","4,13%","2,46%","3,01%","2,92%","2,30%",Estratégico,4618,N,5681,18220,YOHANA TEXTIL LTDA,7.99,7.99,87,265,9329,17584,18198,2249,41243,162591,25/08/2023,2023-08-28 00:00:00,69,149,72070,9020,9,S,0.509741910469549,202308,64681,145577.8,3.55,0.555694618272841
03 Feminino,FEMININO BASICO,TOP MALHA,KVI TOP MALHA MC,179695,TOP MLH MC COTTON GO,"83,62%","83,62%",Best,"2,48%","3,52%","4,40%","6,73%","7,45%","7,76%","9,12%","10,43%","8,24%","8,64%","7,17%","7,68%",Estratégico,11523,N,8194,27324,GLOBINHO CONFECCOES EIRELLI,19.99,19.99,83,279,17584,41042,30052,1458,37537,308514,16/08/2023,2023-08-14 00:00:00,28,93,71964,3600,13,S,0.416021383736968,202308,308264,546206.76,11.28,0.435626904361271
03 Feminino,FEMININO BASICO,TOP MALHA,KVI TOP MALHA MC,179696,TOP MLH MC COTTON GO,"46,10%","46,10%",Slow,"2,54%","2,29%","2,76%","2,83%","4,03%","4,14%","3,86%","3,86%","4,95%","5,39%","4,94%","4,54%",Estratégico,12036,N,17704,50676,GLOBINHO CONFECCOES EIRELLI,19.99,19.99,58,286,32222,75342,120751,5910,60149,497316,03/08/2023,2023-08-07 00:00:00,158,172,95952,4800,22,S,0.419030494436945,202308,572023,1013013.24,11.29,0.435325642930392
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180531,KIT 2X1 CALCA ALTA F,"51,35%","51,35%",Slow,"3,03%","3,74%","4,37%","4,04%","4,04%","5,05%","7,61%","5,00%","3,07%","4,16%","3,99%","3,24%",Estratégico,1221,N,1988,4812,DEL RIO,35.99,39.99,83,272,8080,15018,33752,844,8521,152363,18/08/2023,2023-08-21 00:00:00,48,144,31672,792,8,S,0.496982462467196,202308,86622,175967.88,18,0.507739707951246
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180532,KIT 2X1 CALCA ALTA P,"45,66%","45,66%",Slow,"3,98%","3,98%","4,34%","3,04%","2,32%","2,39%","3,11%","4,34%","4,70%","5,21%","3,84%","4,41%",Estratégico,631,N,1062,2013,DEL RIO,35.99,39.99,109,272,5332,9891,19276,482,4178,74684,18/08/2023,2023-08-21 00:00:00,29,91,,,4,S,0.496283723146627,202308,36238,72447.87,18,0.499798958892787
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180533,KIT 2X1 CALCA ALTA F,"37,07%","37,07%",Slow,"3,67%","3,02%","3,40%","3,65%","3,90%","3,10%","2,87%","2,20%","3,47%","3,02%","2,02%","2,72%",Estratégico,1483,N,2394,4320,DEL RIO,35.99,39.99,74,286,7128,13258,24074,602,8635,153026,03/08/2023,2023-08-07 00:00:00,41,114,,,8,S,0.495041516682858,202308,77766,155476.8,18,0.499822481553518
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180535,KIT 3X1 TANGA LISA P,"50,54%","50,54%",Slow,"2,30%","2,48%","4,96%","4,54%","4,60%","3,63%","4,60%","5,51%","4,48%","5,21%","4,78%","3,45%",Estratégico,835,N,1282,3180,DEL RIO,35.99,39.99,77,272,4265,7795,37111,928,5466,102146,18/08/2023,2023-08-21 00:00:00,47,104,,,9,S,0.522338799764669,202308,56172,118096.2,17.66,0.524353874214412
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180536,KIT 3Z1 TANGA NAVY P,"56,82%","56,82%",Good,"2,25%","2,56%","3,91%","3,94%","4,76%","5,84%","7,14%","6,72%","3,89%","4,29%","4,39%","7,12%",Estratégico,3533,N,4305,14304,DEL RIO,35.99,39.99,45,272,27226,49718,138966,3475,19978,370024,18/08/2023,2023-08-21 00:00:00,150,166,,,9,S,0.516751581009158,202308,253754,530832.96,17.74,0.521969396926672
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180537,KIT 3X1 TANGA POA PO,"53,43%","53,43%",Slow,"3,19%","4,90%","7,70%","6,40%","5,56%","4,90%","4,36%","3,88%","2,41%","2,71%","3,76%","3,67%",Estratégico,1777,N,2209,11124,DEL RIO,35.99,39.99,75,272,13324,24361,99216,2481,13369,246744,18/08/2023,2023-08-21 00:00:00,104,157,,,9,S,0.515995491317754,202308,197206,412352.76,17.73,0.521754237803574
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180538,KIT 2X1 CALCA LISO C,"33,88%","33,88%",Slow,"2,24%","1,33%","2,55%","2,35%","1,53%","2,45%","2,65%","3,78%","3,47%","3,78%","5,00%","2,76%",Estratégico,332,N,862,661,DEL RIO,35.99,39.99,138,272,1226,2211,11838,296,2604,48481,18/08/2023,2023-08-21 00:00:00,18,82,,,3,S,0.520863288174245,202308,11634,23789.39,17.6,0.510975270908586
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180539,KIT 2X1 CALCA LISO P,"38,99%","38,99%",Slow,"1,53%","3,56%","3,86%","3,52%","3,56%","2,29%","3,56%","3,90%","3,61%","2,89%","2,97%","3,73%",Estratégico,919,N,1554,3345,DEL RIO,35.99,39.99,76,279,5885,9954,32472,812,6309,125441,10/08/2023,2023-08-14 00:00:00,61,139,,,6,S,0.554508158422428,202308,52892,120386.55,15.81,0.560652498140365
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180540,KIT 2X1 CALCA FLORAL,"35,63%","35,63%",Slow,"1,64%","2,82%","3,16%","3,73%","4,18%","2,71%","2,99%","2,88%","2,99%","3,27%","2,48%","2,77%",Estratégico,631,N,1317,1320,DEL RIO,35.99,39.99,235,286,805,1335,10038,251,2822,55614,04/08/2023,2023-08-07 00:00:00,9,82,,,3,S,0.556638950822927,202308,20876,47506.8,15.82,0.560562277400288
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180547,KIT 3X1 BIQUINI LISO,"48,70%","48,70%",Slow,"2,94%","4,80%","5,54%","4,65%","2,60%","2,40%","2,50%","3,48%","4,85%","4,90%","4,90%","5,14%",Estratégico,994,N,1472,8712,DEL RIO,35.99,39.99,76,279,14928,27819,123690,3093,10296,186846,10/08/2023,2023-08-14 00:00:00,140,161,,,11,S,0.504467177149515,202308,157795,329144.88,18.11,0.520592269276678
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180548,KIT 3X1 BIQUINI ONÇA,"51,92%","51,92%",Slow,"0,41%","1,54%","3,78%","5,92%","6,68%","6,02%","5,90%","4,48%","3,34%","3,63%","4,63%","5,60%",Estratégico,2131,N,2646,7500,DEL RIO,35.99,39.99,97,272,11175,20713,46069,1152,9560,173302,18/08/2023,2023-08-21 00:00:00,51,117,,,10,S,0.506273097635883,202308,135005,275925,18,0.510719217178581
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180549,KIT 3X1 BIQUINI ZEBR,"40,23%","40,23%",Slow,"3,77%","3,77%","3,93%","2,95%","1,53%","2,35%","3,28%","1,91%","1,26%","3,77%","5,90%","5,84%",Estratégico,737,N,1358,5076,DEL RIO,35.99,39.99,71,272,7688,14263,77981,1950,7890,142908,18/08/2023,2023-08-21 00:00:00,79,120,,,9,S,0.505210528485299,202308,91335,188685.24,17.99,0.515937335638972
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180550,KIT 3X1 BIQUINI POA,"48,31%","48,31%",Slow,"3,41%","3,85%","4,14%","3,23%","2,14%","2,64%","4,12%","5,35%","5,39%","4,51%","4,65%","4,88%",Estratégico,3991,N,4665,16848,DEL RIO,35.99,39.99,63,279,25062,46734,161280,4033,24664,442343,10/08/2023,2023-08-14 00:00:00,157,166,,,10,S,0.500407403220043,202308,303486,621575.52,18.01,0.511747180777004
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180551,KIT 3X1 BIQUINI FLOR,"75,09%","75,09%",Best,"4,08%","7,20%","6,18%","5,46%","6,18%","7,99%","9,02%","6,83%","7,18%","6,24%","5,09%","3,64%",Estratégico,6643,N,6038,34116,DEL RIO,35.99,39.99,56,265,61340,113704,334877,8374,37492,685737,23/08/2023,2023-08-28 00:00:00,165,171,217866,5448,12,S,0.506024949360186,202308,614171,1277034.84,18,0.519065055421667
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180552,KIT 3X1 BIQUINI POAS,"47,20%","47,20%",Slow,"4,27%","4,11%","3,56%","4,06%","3,40%","2,49%","1,82%","2,79%","5,76%","5,65%","4,07%","5,22%",Estratégico,3317,N,3693,17640,DEL RIO,35.99,39.99,49,286,30029,55573,189273,4733,21474,392018,03/08/2023,2023-08-07 00:00:00,160,171,,,12,S,0.506478039494627,202308,317490,665343.6,18,0.522818706003935
10 Acessorios Av,LINGERIE,MARCA TERCEIROS,CALCINHA MARCAS,180553,KIT 3X1 BIQUINI LISO,"54,07%","54,07%",Slow,"2,47%","3,68%","4,29%","3,27%","2,88%","3,04%","4,49%","5,90%","6,42%","6,33%","6,11%","5,18%",Estratégico,2912,N,4224,11765,DEL RIO,35.99,39.99,69,272,15821,31264,143285,3583,16863,285212,16/08/2023,2023-08-21 00:00:00,157,166,,,8,S,0.471793460644659,202308,228616,438370.35,19.43,0.478486398544062
01 Lar,CAMA,TRAVESSEIROS,TRAVESSEIROS P2,180743,TRAV 48X68 EXTRA FIR,"64,54%","64,54%",Good,"2,59%","5,72%","4,77%","5,03%","6,52%","8,65%","7,48%","6,14%","4,12%","5,31%","4,33%","3,88%",Estratégico,20622,N,22006,74076,ALTENBURG,29.99,29.99,54,293,37873,72383,288534,9621,91414,1398914,01/08/2023,2023-07-31 00:00:00,124,152,133156,4440,17,S,0.504315768551099,202308,1037064,2221539.24,14,0.533177725908636
10 Acessorios Av,ACESSORIOS,CARTEIRA MASCULINA,KIT,180846,NECESSAIRE MASC PU N,"43,83%","43,83%",Slow,"1,43%","4,40%","5,68%","4,64%","4,14%","3,67%","4,03%","3,50%","2,09%","2,29%","2,82%","5,15%",Estratégico,1992,N,2749,5604,MP2RCOMERCIO E SERVICOS ADMINISTRATIVOS LTDA,19.99,19.99,159,272,488,877,4778,239,9851,108312,16/08/2023,2023-08-21 00:00:00,11,78,,,3,N,0.559684113657529,202308,48475,112023.96,8.65,0.56728364182091
10 Acessorios Av,LINGERIE,BASICO,KVI CALCINHA BASICA,180881,CALECON SORT 4073 CO,"34,91%","34,91%",Slow,"1,82%","2,04%","1,91%","1,40%","1,22%","1,22%","4,17%","5,67%","4,63%","3,25%","3,27%","4,31%",Não Estratégico,8150,N,16203,56028,LUTEXTIL,9.99,9.99,483,272,13811,27226,112078,11219,45148,192889,09/08/2023,2023-08-21 00:00:00,172,172,79960,8004,7,S,0.46973287724475,202308,269435,516699.72,4.81,0.478546649880128
10 Acessorios Av,ACESSORIOS,CAPACETE,CAPACETE INFANTIL,180997,CAP IN NW LIB F KIDS,"32,38%","32,38%",Slow,"5,71%","1,90%","3,81%","3,81%","0,95%","1,90%","0,95%","4,76%","2,86%","1,90%","1,90%","1,90%",Estratégico,34,N,80,70,MARLON BONILHA EIRELI,69.99,129.99,195,286,0,0,2210,17,301,19788,08/08/2023,2023-08-07 00:00:00,22,22,4940,38,3,S,0.515684484965745,202308,4194,9099.3,59.91,0.539085424153506
10 Acessorios Av,ACESSORIOS,CAPACETE,CAPACETE INFANTIL,181001,CAP IN NW LIB F KIDS,"44,86%","44,86%",Slow,"4,32%","4,86%","3,24%","3,78%","0,54%","1,62%","1,62%","4,86%","2,70%","4,86%","8,11%","4,32%",Estratégico,83,N,134,1189,MARLON BONILHA EIRELI,69.99,129.99,96,286,5788,11423,79034,608,982,64329,08/08/2023,2023-08-07 00:00:00,92,92,14169,109,9,S,0.514279882841652,202308,73363,154558.11,61.7,0.525334322475864
